Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Switzerland,CHE,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.048508949,0.049666733,0.057367912,0.06766343,0.064406699,0.068648821,0.070527138,0.071943353,0.07860341,0.082185449,0.086306201,0.089362391,0.090862322,0.097097687,0.086594007,0.081653926,0.085033464,0.086589694,0.0889698,0.083940304,0.084921231,0.080958899,0.075869309,0.082638582,0.080503644,0.081484492,0.08608452,0.08141434,0.081738498,0.078604488,0.083996362,0.083138696,0.082396562,0.0777525,0.078217947,0.073753203,0.074663788,0.077435572,0.077649615,0.075404735,0.071955057,0.07863183,0.073954366,0.072468456,0.072313595,0.073581551,0.074029326,0.066594837,0.069937044,0.07119372,0.06597073,0.061848535,0.062530769,0.065830499,0.057076555,,,,
Channel Islands,CHI,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Chile,CHL,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.021959047,0.023074038,0.026119033,0.026560417,0.026297284,0.026162927,0.027181395,0.027378601,0.029673272,0.031021646,0.033374348,0.036075643,0.036937541,0.035658974,0.032946572,0.028762478,0.029662744,0.028007812,0.027394958,0.029243064,0.029289492,0.028065016,0.02323871,0.023167236,0.024331925,0.02322391,0.02366379,0.02374027,0.027744813,0.03283153,0.033222833,0.030726444,0.031334528,0.032872093,0.035606855,0.038427646,0.044013454,0.050489941,0.050946313,0.053695684,0.050748037,0.045508716,0.046558634,0.046440762,0.049410815,0.050569474,0.052463345,0.057370892,0.056927991,0.05237247,0.056056078,0.0608714,0.061604782,0.062700968,0.061544376,,,,
China,CHN,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.015493532,0.011067605,0.008755999,0.008472358,0.008282315,0.008810223,0.009410794,0.00760077,0.008014985,0.009599543,0.012482586,0.01379719,0.014306018,0.014537936,0.014526967,0.016549167,0.017014603,0.018385529,0.020243594,0.020421963,0.019794159,0.019333225,0.020740531,0.021565474,0.023172466,0.02476906,0.025674269,0.026984521,0.028473726,0.028502488,0.028482538,0.029513366,0.030572725,0.032337843,0.033968677,0.036480738,0.037653026,0.037338733,0.035434816,0.035062871,0.035701118,0.036300249,0.039807826,0.046651762,0.053454999,0.05987792,0.065929497,0.070623642,0.075482063,0.079561854,0.086848292,0.095863323,0.098288998,0.100042508,0.099866397,,,,
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.001745805,0.002018452,0.002059797,0.002105954,0.002480004,0.003675088,0.003908994,0.004337165,0.00495415,0.005639937,0.006336687,0.006723036,0.00715616,0.007271385,0.007700352,0.008236487,0.007815945,0.007641001,0.008678127,0.009341279,0.010254226,0.007044144,0.009226937,0.007006924,0.007508162,0.009779051,0.007662621,0.009506212,0.010929717,0.009807984,0.005589212,0.00488485,0.004235889,0.005332941,0.004516712,0.006170638,0.007077108,0.006621946,0.005869694,0.005174552,0.005463687,0.006069048,0.005597676,0.004107008,0.005645731,0.00564398,0.004938524,0.004679352,0.004575688,0.003734112,0.004491963,0.004563826,0.00571112,0.006404376,0.006456024,,,,
Cameroon,CMR,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.000693896,0.000707259,0.000710345,0.00072137,0.000791423,0.000714678,0.000772117,0.00100257,0.001080245,0.001191242,0.001295542,0.001603696,0.001661206,0.001686302,0.001781723,0.002065264,0.001887434,0.002627962,0.003263718,0.002895604,0.005996605,0.007957255,0.009161393,0.009224692,0.008218456,0.008512564,0.002540319,0.002275407,0.002629813,0.008845615,0.001949156,0.001203806,0.004011822,0.004011328,0.003819377,0.00411552,0.004228661,0.002967903,0.002884849,0.002698201,0.002928785,0.002843345,0.00276586,0.002990492,0.003034811,0.002759321,0.002804958,0.004123441,0.003812368,0.004498723,0.004412588,0.003652445,0.003775458,0.004061205,0.004087791,,,,
"Congo, Dem. Rep.",COD,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.002015197,0.001996053,0.001794535,0.001845993,0.001547881,0.001883636,0.001782816,0.001650825,0.002358679,0.002484589,0.001795131,0.001907376,0.001893822,0.001949322,0.002002132,0.001871506,0.001918226,0.001903787,0.001877066,0.001936941,0.001758773,0.001849095,0.001467666,0.001876545,0.001802076,0.001613187,0.00145708,0.001618194,0.001639884,0.001737813,0.00155679,0.001092323,0.0009986,0.000884188,0.000539068,0.000676032,0.000717532,0.000573747,0.000492474,0.000398545,0.000228777,0.000228543,0.000246264,0.000253926,0.000299117,0.0003624,0.000376661,0.000397793,0.000407403,0.000370792,0.000414282,0.000494491,0.000460676,0.000665992,0.000838376,,,,
"Congo, Rep.",COG,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.002908091,0.003397224,0.002951025,0.002833026,0.003148969,0.002815006,0.003435905,0.003502839,0.004762386,0.00515734,0.005707228,0.006645948,0.00624692,0.011158828,0.014412948,0.009477179,0.010338537,0.003903268,0.002546816,0.002670539,0.003030688,0.00342076,0.009451863,0.007805265,0.007559922,0.008246942,0.006687423,0.00807081,0.008897483,0.008700421,0.006673718,0.005491053,0.006804064,0.006826813,0.010806592,0.007655744,0.008155081,0.010818441,0.003486626,0.003578758,0.004439305,0.003152849,0.002302262,0.003562146,0.003581531,0.003591099,0.003953353,0.004145385,0.00432013,0.005574108,0.006133671,0.006804108,0.00871813,0.008841879,0.008649189,,,,
Colombia,COL,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.013528292,0.014556279,0.015057659,0.015961931,0.015811636,0.016179333,0.016137009,0.016493266,0.017269324,0.017730092,0.017505553,0.018244762,0.018508652,0.019375767,0.020516016,0.019745914,0.020490179,0.02070263,0.021442628,0.022354181,0.021828066,0.021404278,0.021629103,0.022797557,0.022106117,0.021382735,0.021261009,0.021424665,0.021817052,0.021711796,0.02292967,0.022399416,0.02386254,0.024152058,0.02501517,0.021667921,0.021611174,0.022778037,0.022765961,0.019182537,0.019348947,0.018505416,0.01802667,0.018323933,0.017326548,0.018917733,0.019286778,0.018895872,0.020367464,0.021494851,0.022298552,0.022186612,0.02297034,0.025516757,0.023700779,,,,
Comoros,COM,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.000761986,0.00075014,0.000738504,0.000726805,0.000714745,0.000936127,0.001147727,0.001124236,0.001100393,0.001077196,0.001688084,0.001655063,0.001623302,0.001590245,0.001552756,0.001698062,0.002007806,0.001935419,0.001354866,0.000979209,0.002050066,0.001986958,0.001930195,0.001877647,0.00182672,0.001775975,0.001592645,0.001675462,0.001751748,0.001700598,0.002004997,0.002061445,0.002002045,0.00205294,0.001995195,0.002042256,0.002086295,0.002127618,0.002260546,0.002294791,0.002506148,0.002445145,0.00238679,0.002996475,0.003169994,0.003015997,0.003409711,0.00211843,0.002141979,0.002595726,0.00309693,0.002542032,0.002615395,0.003142397,0.00268484,,,,
Cabo Verde,CPV,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.001443575,0.001418532,0.001155024,0.00089856,0.001741888,0.00147474,0.001220435,0.000980576,0.001515952,0.001842599,0.001807109,0.001789245,0.002500022,0.00304442,0.0032335,0.003772179,0.003578054,0.003907162,0.010019037,0.011800592,0.005643695,0.001513437,0.001649725,0.001616888,0.003647097,0.003582248,0.002453133,0.003325592,0.002980471,0.003224733,0.003734692,0.003785585,0.003957113,0.003978425,0.003997955,0.004147068,0.004786475,0.004803239,0.005060154,0.005772813,0.00668885,0.007130457,0.008219388,0.009062922,0.00956807,0.012580682,0.013347299,0.014101475,0.01292235,0.014263776,0.014977368,0.016348127,0.013259269,0.012900801,0.012551149,,,,
Costa Rica,CRI,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.004888007,0.004709638,0.005080161,0.005355467,0.005800263,0.007040013,0.007996785,0.006837834,0.007860587,0.008451123,0.008960429,0.010676134,0.012010055,0.01359461,0.012360336,0.012888223,0.012855088,0.015692558,0.01708183,0.015899833,0.013649272,0.012137991,0.010946317,0.01074583,0.009948463,0.010962089,0.012281737,0.012654016,0.013148624,0.012954547,0.012542766,0.013795659,0.015272783,0.015517678,0.020167914,0.018168673,0.017306712,0.017752218,0.018504371,0.018815675,0.018291044,0.018904546,0.020419317,0.021065697,0.021714663,0.021216317,0.0216276,0.024411723,0.024113518,0.023140443,0.021889047,0.022118303,0.021931699,0.02121057,0.021420279,,,,
Caribbean small states,CSS,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.018550922,0.027270021,0.035792138,0.017874466,0.031280745,0.03444422,0.033480893,0.039401396,0.038894829,0.040722304,0.056703601,0.066978119,0.067557927,0.080052085,0.076068018,0.080573439,0.087722941,0.096368042,0.091598756,0.091653048,0.093781148,0.077699687,0.074510842,0.066664513,0.066516729,0.072871988,0.063064882,0.065665778,0.060600175,0.066343831,0.069601608,0.070087684,0.073512796,0.071127989,0.069845706,0.071008933,0.079111193,0.074757707,0.076225822,0.083527046,0.086363254,0.091920322,0.093472149,0.100467383,0.103249663,0.111411406,0.121428858,0.123352316,0.121920951,0.118256938,0.123002349,0.1211593,0.11766239,0.120893892,0.11743738,,,,
Cuba,CUB,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.025396073,0.022117424,0.025165668,0.022643993,0.024280436,0.024301893,0.024769918,0.025222128,0.025230974,0.026689114,0.028371186,0.029269437,0.03050748,0.032303298,0.032539809,0.037929828,0.037720558,0.040350259,0.041779244,0.042877472,0.042203406,0.043797323,0.046017486,0.040906684,0.043024141,0.042708168,0.043634575,0.043694256,0.045371322,0.045040871,0.041654192,0.036848313,0.03858588,0.036048015,0.039386984,0.031257607,0.03266935,0.029692402,0.029380405,0.030252655,0.03103351,0.030179372,0.030839288,0.030044887,0.029423072,0.03057055,0.032218143,0.031526605,0.035864716,0.035253229,0.045253755,0.042397706,0.042519121,0.040830654,0.040786262,,,,
Curacao,CUW,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52218246,0.448760964,0.499421354,,,,
Cayman Islands,CYM,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.018516396,0.018144961,0.017877664,0.017701647,0.017550187,0.017401297,0.028754779,0.022785176,0.033746137,0.065993635,0.053088165,0.060806452,0.071859989,0.072036829,0.063367615,0.059470538,0.067085506,0.066579985,0.082653099,0.078397639,0.131749814,0.12092766,0.122479958,0.123980657,0.130004868,0.129669622,0.130685755,0.132941202,0.130098541,0.141356431,0.130411647,0.13533162,0.1485322,0.150295628,0.157496165,0.149407386,0.149628677,0.149030971,0.148180925,0.140515257,0.145735878,0.141427306,0.142363515,0.140534727,0.127688219,0.127121912,0.126286637,0.144851484,0.143369995,0.133376601,0.130199399,0.134196255,0.120210954,0.118257315,0.118072657,,,,
Cyprus,CYP,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.020504431,0.019875851,0.020755599,0.022595593,0.02290337,0.026236921,0.028115669,0.030539584,0.035931647,0.036521031,0.036786527,0.04018871,0.050708353,0.052128041,0.039676529,0.040344165,0.049612329,0.053100784,0.055231682,0.058466315,0.061971886,0.058533797,0.05937249,0.059099388,0.060391556,0.05836144,0.065898127,0.075428617,0.074218966,0.076527674,0.075543493,0.07928188,0.085675084,0.088105607,0.089246259,0.083310429,0.089982106,0.087044313,0.09332658,0.091159294,0.097263637,0.094380478,0.095153364,0.103237628,0.096087556,0.096647197,0.098619205,0.101996904,0.104981393,0.097787622,0.091711311,0.087391845,0.080703499,0.068835049,0.069638094,,,,
Czech Republic,CZE,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177261149,0.169971539,0.161073829,0.158733032,0.160903819,0.163691969,0.157584858,0.144141793,0.159874094,0.160309601,0.155463369,0.15850793,0.151599742,0.155711544,0.157874362,0.158492391,0.148712905,0.136461766,0.141019044,0.134835614,0.127243657,0.124237379,0.121339401,,,,
Germany,DEU,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153860818,0.14645645,0.143159239,0.14069886,0.140051187,0.143767985,0.139146315,0.13800997,0.132615287,0.133646279,0.137229106,0.133156904,0.131974511,0.131038951,0.127963625,0.131208314,0.125602858,0.125844866,0.116740741,0.122843977,0.120795065,0.12178051,0.124313257,0.117677659,,,,
Djibouti,DJI,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.006384595,0.006582361,0.006698969,0.008683356,0.010378106,0.013934448,0.015013633,0.008866653,0.011404835,0.007448997,0.011553781,0.012610868,0.014084489,0.012481881,0.012539282,0.011692975,0.010546381,0.009447079,0.008668314,0.014299472,0.012847289,0.010616698,0.011969919,0.011710613,0.011477861,0.011177511,0.011004495,0.010494248,0.008717715,0.009125684,0.007235553,0.006799481,0.006708719,0.006671395,0.006473903,0.006391519,0.006410625,0.006537512,0.006135188,0.005964168,0.006291354,0.006622486,0.007083918,0.007348918,0.006983337,0.007003413,0.006842639,0.007593908,0.008087088,0.007388682,0.008146506,0.007335531,0.007884339,0.009122991,0.01064112,,,,
Dominica,DMA,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.002426746,0.002386149,0.002349577,0.003086164,0.003037501,0.002985566,0.002928251,0.004303148,0.004218756,0.003456897,0.004781094,0.004748026,0.004737237,0.004736774,0.005408631,0.005386725,0.005345205,0.004626998,0.004574427,0.005828755,0.006445524,0.006445952,0.007119475,0.007169179,0.007887853,0.008621052,0.008700449,0.008784132,0.010225779,0.010982298,0.011029709,0.011036762,0.011010165,0.0116509,0.012299434,0.015021013,0.013686652,0.015127183,0.014524758,0.015292675,0.019515103,0.020905737,0.019462848,0.022159803,0.021381296,0.022006292,0.021279707,0.028799214,0.024673888,0.02466553,0.026025919,0.023958396,0.025309959,0.024608221,0.025267233,,,,
Denmark,DNK,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.086082646,0.091094257,0.105177487,0.115036157,0.121080129,0.123333016,0.138324221,0.134356639,0.1451061,0.160748939,0.166794499,0.152200518,0.158178907,0.156229968,0.144516397,0.145932836,0.156935437,0.160902636,0.15851107,0.1629891,0.155997006,0.133862091,0.138892832,0.129876122,0.131720058,0.155512882,0.152280865,0.150639463,0.142219362,0.125828568,0.129344701,0.154796287,0.139059498,0.145595116,0.155109199,0.144619286,0.181554831,0.154192329,0.148627272,0.137181144,0.127259406,0.130726666,0.128169605,0.137520168,0.12394362,0.115039409,0.133874956,0.121816456,0.113097049,0.106683818,0.111294899,0.096589664,0.086243061,0.09084677,0.078577078,,,,
Dominican Republic,DOM,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.004185035,0.004004607,0.004673749,0.004550013,0.006163052,0.005282809,0.005534277,0.00503912,0.007325759,0.008036755,0.009148382,0.010081801,0.013015225,0.016169807,0.016942258,0.016314516,0.015890604,0.013743982,0.013021923,0.015893705,0.014728935,0.013755383,0.013832472,0.016897304,0.015563428,0.014936608,0.016416838,0.019186901,0.018969278,0.019610684,0.017128323,0.018288038,0.019520162,0.020635968,0.02149302,0.026894127,0.028841491,0.029476695,0.029648369,0.029452292,0.030926816,0.030508543,0.032364493,0.032180382,0.027007721,0.027123365,0.028409027,0.030013511,0.028988508,0.027960223,0.028705336,0.028636925,0.02949023,0.02824735,0.028051293,,,,
Algeria,DZA,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.00737517,0.007082664,0.006458679,0.006030894,0.006120767,0.006958101,0.008649575,0.008417902,0.00877894,0.010615502,0.013796325,0.016617296,0.024551387,0.032284625,0.026155124,0.025532137,0.030349473,0.031539988,0.045727379,0.032386295,0.045812101,0.03101037,0.025417212,0.033013764,0.043249541,0.042955048,0.043708032,0.046840325,0.045464648,0.042207241,0.039556657,0.039637882,0.039250548,0.039380625,0.04054699,0.043866668,0.043920384,0.038873599,0.046913907,0.039789773,0.037468625,0.0354484,0.03736284,0.037573731,0.035840459,0.042840459,0.039771845,0.04238903,0.042007209,0.04548302,0.043851742,0.043759217,0.046030025,0.046671397,0.049450889,,,,
East Asia & Pacific (excluding high income),EAP,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.012615486,0.009220566,0.007442979,0.007214767,0.007137112,0.007572898,0.008127409,0.006876168,0.007316804,0.008592823,0.010837777,0.011871195,0.01227458,0.012565671,0.012477791,0.014011486,0.014424872,0.015655191,0.017128419,0.017280724,0.016790051,0.016426975,0.017436324,0.018086649,0.019185941,0.020415903,0.021074363,0.022081987,0.023284242,0.023340672,0.023621601,0.02473877,0.025769604,0.027330585,0.028619639,0.030798242,0.031988859,0.032043444,0.029870793,0.029801183,0.030588855,0.031352209,0.033902034,0.038955086,0.043982106,0.048477076,0.052504446,0.055887558,0.059615385,0.062576893,0.067603108,0.074693834,0.076435638,0.076663415,0.076464502,,,,
Early-demographic dividend,EAR,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.007863555,0.007997905,0.008262607,0.008454104,0.008804089,0.009212986,0.009450433,0.010023698,0.010835224,0.011113012,0.011659962,0.012138667,0.012381754,0.013296449,0.013477238,0.01344597,0.014268891,0.014927706,0.01529854,0.015773347,0.01613263,0.01633514,0.016643772,0.016657908,0.016817677,0.017283282,0.017718298,0.018000427,0.018449659,0.018881061,0.018600323,0.019645633,0.019835556,0.02039287,0.020693986,0.020597117,0.021254566,0.021415395,0.021573886,0.022242633,0.022680431,0.022564277,0.022597834,0.023384919,0.024176069,0.024619828,0.025565352,0.026167817,0.027538173,0.028185533,0.028073145,0.029157079,0.030416198,0.029296744,0.030423834,,,,
East Asia & Pacific,EAS,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.015388664,0.013195385,0.011857194,0.012103098,0.012472357,0.013214026,0.013961815,0.013750664,0.014885379,0.01693422,0.020225898,0.021265774,0.022104906,0.023041724,0.022751134,0.023572508,0.024372594,0.025789293,0.026954422,0.027597608,0.027116277,0.026440598,0.026990935,0.027368772,0.028834934,0.029730498,0.030275152,0.031163596,0.033114911,0.033619514,0.034172447,0.035189684,0.036458742,0.038039716,0.039714439,0.041723164,0.043201144,0.043454232,0.040756138,0.04119804,0.042329753,0.042814663,0.045328041,0.049811521,0.054542693,0.058227833,0.061844476,0.065124297,0.068253,0.070240998,0.075489558,0.081953306,0.083503249,0.083812429,0.083323488,,,,
Europe & Central Asia (excluding high income),ECA,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128075248,0.117257135,0.102540179,0.099314681,0.096999588,0.090697293,0.089269633,0.089631032,0.090884886,0.09095823,0.091587583,0.095590454,0.096600455,0.097139253,0.100729197,0.101994844,0.103577211,0.093833659,0.100056203,0.104395651,0.105913578,0.102382013,0.098240314,,,,
Europe & Central Asia,ECS,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119088644,0.112945909,0.105580667,0.104761575,0.105319974,0.10124795,0.100862025,0.100034466,0.100701309,0.101859491,0.101483824,0.104147986,0.104504298,0.104221041,0.105961578,0.105118286,0.104511206,0.095579381,0.0998679,0.099298032,0.098938837,0.096498743,0.091553336,,,,
Ecuador,ECU,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.005138929,0.004663109,0.004310115,0.004806332,0.00557498,0.005748635,0.005933768,0.006172735,0.007206801,0.008069547,0.009341847,0.008951294,0.009460541,0.010530919,0.011851825,0.013936421,0.01493908,0.013418423,0.018201484,0.020692048,0.022275315,0.026955457,0.030363709,0.03001697,0.03182108,0.028373108,0.021763154,0.021013448,0.023436987,0.026851999,0.021773924,0.020854539,0.02752414,0.02923311,0.016124966,0.026396688,0.027363822,0.020337185,0.024374483,0.02287102,0.021628413,0.023695557,0.025129761,0.026701558,0.028280716,0.028977041,0.027173299,0.029527182,0.030844713,0.032317808,0.032154248,0.033529374,0.032628985,0.034551697,0.036447794,,,,
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.007979787,0.008266178,0.008756526,0.009883162,0.011397079,0.01202389,0.011257312,0.008125842,0.009221035,0.00773604,0.008318056,0.008640085,0.009354417,0.008537405,0.009171126,0.010679878,0.011583462,0.012429174,0.012608819,0.01345114,0.01382817,0.015199424,0.016430961,0.016173902,0.017617745,0.017182943,0.0195068,0.019048087,0.018476911,0.017440399,0.017909537,0.018146274,0.018337105,0.020594415,0.018485262,0.020328988,0.021236613,0.022073237,0.024444866,0.02458626,0.027180536,0.023673123,0.02355445,0.02689617,0.026934292,0.029308745,0.030753478,0.03199722,0.0330113,0.033730962,0.032425214,0.034009688,0.033250137,0.031957068,0.02955695,,,,
Euro area,EMU,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11211408,0.108718063,0.106028188,0.105194329,0.107177306,0.109660971,0.108017469,0.109748875,0.108244325,0.108644607,0.110908944,0.110351198,0.111368098,0.111785478,0.110559592,0.11010385,0.107638816,0.104649245,0.09643788,0.09830069,0.094803679,0.092627707,0.090607123,0.085715129,,,,
Eritrea,ERI,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005164166,0.005615892,0.006099847,0.005218864,0.003542169,0.003666705,0.003515188,0.003516006,0.003228353,0.003695415,0.00374814,0.003589276,0.002545128,0.002559597,0.001791005,0.002178304,0.002143597,0.002446847,0,0,0,,,,
Spain,ESP,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.021268106,0.023116517,0.025625914,0.024880981,0.026975447,0.029462671,0.031873652,0.03504405,0.038841641,0.038351891,0.045776673,0.049774289,0.055480101,0.058782936,0.064799956,0.067247182,0.072693866,0.070941792,0.071996218,0.072522053,0.075917116,0.072674376,0.073151802,0.07104893,0.06871171,0.06924806,0.065347648,0.065318946,0.067965459,0.077282008,0.074453138,0.076654541,0.079081761,0.073739592,0.07812601,0.080516842,0.07742579,0.083304246,0.086076297,0.092550499,0.096079221,0.096515069,0.100493524,0.100756771,0.10468693,0.107189013,0.104371137,0.104856906,0.094857448,0.082300415,0.076997834,0.076621902,0.074939619,0.067307365,0.066637867,,,,
Estonia,EST,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206196072,0.172845373,0.172366245,0.16144847,0.171598117,0.171277869,0.155770997,0.144348865,0.140802908,0.148487013,0.14288462,0.165387263,0.167910912,0.163714789,0.158988113,0.184735029,0.173177581,0.144483984,0.18003295,0.185553786,0.176383378,0.199810934,0.196568959,,,,
Ethiopia,ETH,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.000210381,0.000199133,0.000225772,0.000234576,0.000220862,0.000341562,0.000425972,0.00054122,0.000848568,0.000798744,0.00077048,0.000838146,0.000618458,0.00074763,0.000722184,0.000491895,0.000470372,0.00041348,0.000534087,0.000709413,0.000686542,0.000686651,0.000530114,0.000640163,0.000559727,0.000591093,0.000698677,0.000788725,0.000790676,0.000808849,0.000834273,0.000796507,0.000763695,0.000752355,0.000537509,0.000594801,0.000643035,0.000665406,0.000681859,0.000649585,0.000709559,0.000845393,0.000853333,0.000914771,0.000944204,0.000887629,0.000928335,0.00098683,0.001050308,0.001029722,0.000994805,0.001134701,0.001222404,0.001475871,0.001565271,,,,
European Union,EUU,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.076315416,0.078438955,0.08224302,0.087073583,0.089937601,0.092212057,0.094241555,0.095670471,0.100529803,0.106004448,0.112420087,0.114617599,0.118424629,0.123746644,0.121286772,0.118397659,0.125559953,0.124578515,0.128150585,0.133086208,0.128847155,0.121201469,0.118198081,0.116229811,0.115196728,0.117877081,0.117277672,0.119171691,0.117238806,0.120196576,0.113634895,0.113621865,0.1100346,0.108164678,0.106421048,0.107929315,0.110691264,0.107979381,0.107972451,0.105798483,0.106072698,0.108220737,0.107307696,0.108879495,0.108688527,0.107822711,0.108270942,0.106038809,0.103313838,0.094749928,0.097382908,0.093718042,0.091578004,0.089407272,0.0844473,,,,
Fragile and conflict affected situations,FCS,CO2 emissions (metric tons per capita) in Tanker Truck equivalents,EN.ATM.CO2E.PC,0.003738755,0.003769154,0.003884205,0.003840385,0.003954449,0.005126544,0.00625129,0.006728163,0.008999439,0.009349008,0.009012885,0.008811207,0.007991974,0.00820433,0.007857647,0.00783573,0.009667949,0.00918737,0.008968138,0.0105296,0.009788346,0.009061254,0.008880709,0.009585312,0.009709622,0.010068149,0.010290228,0.01073467,0.011799567,0.011715701,0.009857575,0.009934698,0.010176588,0.010266435,0.010815904,0.010654254,0.010249499,0.010158902,0.010414439,0.010377154,0.010177283,0.010498037,0.009974037,0.010644391,0.011429812,0.011253189,0.010635102,0.009586134,0.010677725,0.010945289,0.011243036,0.011026336,0.011243886,0.011758919,0.011860351,,,,
